year,Season_type,RANK,PLAYER,"['TEAM', 'GP', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS', 'AST_TOV']"
2017-18,Playoffs,178,Tyus Jones,"['MIN', '4', '55', '2', '7', '0.286', '0', '2', '0.0', '0', '0', '0.0', '0', '9', '9', '8', '1', '0', '1', '0', '4', '8.0']"
2017-18,Playoffs,178,Wade Baldwin IV,"['POR', '4', '19', '1', '4', '0.25', '1', '1', '1.0', '1', '2', '0.5', '0', '3', '3', '3', '1', '1', '3', '1', '4', '1.0']"
2017-18,Playoffs,184,Caleb Swanigan,"['POR', '1', '8', '0', '2', '0.0', '0', '1', '0.0', '3', '4', '0.75', '0', '2', '2', '1', '0', '0', '1', '1', '3', '1.0']"
2017-18,Playoffs,184,Furkan Korkmaz,"['PHI', '1', '2', '1', '1', '1.0', '1', '1', '1.0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '1', '3', '0.0']"
2017-18,Playoffs,184,Josh Huestis,"['OKC', '4', '19', '1', '2', '0.5', '0', '0', '0.0', '1', '2', '0.5', '0', '3', '3', '0', '1', '1', '0', '3', '3', '0.0']"
2017-18,Playoffs,184,Terrance Ferguson,"['OKC', '3', '6', '1', '1', '1.0', '1', '1', '1.0', '0', '0', '0.0', '1', '0', '1', '1', '0', '0', '0', '2', '3', '0.0']"
2017-18,Playoffs,188,Brandon Jennings,"['MIL', '1', '5', '0', '2', '0.0', '0', '2', '0.0', '2', '2', '1.0', '0', '0', '0', '0', '0', '0', '1', '0', '2', '0.0']"
2017-18,Playoffs,188,David Stockton,"['UTA', '2', '6', '1', '3', '0.333', '0', '1', '0.0', '0', '0', '0.0', '0', '1', '1', '0', '0', '0', '0', '1', '2', '0.0']"
2017-18,Playoffs,188,Ekpe Udoh,"['UTA', '6', '21', '1', '1', '1.0', '0', '0', '0.0', '0', '4', '0.0', '1', '2', '3', '0', '0', '2', '1', '2', '2', '0.0']"
2017-18,Playoffs,188,Glenn Robinson III,"['IND', '2', '6', '1', '1', '1.0', '0', '0', '0.0', '0', '0', '0.0', '0', '1', '1', '0', '0', '0', '0', '0', '2', '0.0']"
2017-18,Playoffs,188,Joffrey Lauvergne,"['SAS', '1', '6', '1', '1', '1.0', '0', '0', '0.0', '0', '0', '0.0', '0', '1', '1', '0', '0', '0', '0', '0', '2', '0.0']"
2017-18,Playoffs,188,Rodney McGruder,"['MIA', '4', '16', '1', '4', '0.25', '0', '2', '0.0', '0', '0', '0.0', '0', '4', '4', '0', '0', '0', '0', '3', '2', '0.0']"
2017-18,Playoffs,188,Tarik Black,"['HOU', '7', '19', '1', '4', '0.25', '0', '0', '0.0', '0', '0', '0.0', '2', '4', '6', '2', '0', '1', '1', '5', '2', '2.0']"
2017-18,Playoffs,188,Tony Bradley,"['UTA', '1', '2', '1', '2', '0.5', '0', '0', '0.0', '0', '0', '0.0', '1', '0', '1', '0', '0', '0', '0', '0', '2', '0.0']"
2017-18,Playoffs,188,Zhou Qi,"['HOU', '3', '6', '1', '1', '1.0', '0', '0', '0.0', '0', '0', '0.0', '0', '1', '1', '0', '0', '0', '0', '0', '2', '0.0']"
2017-18,Playoffs,197,DeAndre Liggins,"['NOP', '3', '14', '0', '1', '0.0', '0', '0', '0.0', '1', '2', '0.5', '0', '1', '1', '0', '0', '0', '2', '0', '1', '0.0']"
2017-18,Playoffs,197,Lucas Nogueira,"['TOR', '5', '24', '0', '1', '0.0', '0', '0', '0.0', '1', '2', '0.5', '0', '1', '1', '1', '0', '0', '3', '6', '1', '0.33']"
2017-18,Playoffs,199,Brandon Paul,"['SAS', '1', '3', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '1', '1', '1', '0', '0', '0', '0', '0', '0.0']"
2017-18,Playoffs,199,Chinanu Onuaku,"['HOU', '1', '3', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0.0', '1', '0', '1', '1', '1', '0', '0', '1', '0', '0.0']"
2017-18,Playoffs,199,Dakari Johnson,"['OKC', '2', '3', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0']"
2017-18,Playoffs,199,Emeka Okafor,"['NOP', '1', '4', '0', '1', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0.0']"
2017-18,Playoffs,199,Jason Smith,"['WAS', '1', '2', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0']"
2017-18,Playoffs,199,Jerryd Bayless,"['PHI', '1', '2', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0']"
2017-18,Playoffs,199,Joe Young,"['IND', '1', '3', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0.0']"
2017-18,Playoffs,199,Luke Babbitt,"['MIA', '2', '3', '0', '1', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0']"
2017-18,Playoffs,199,Marcus Georges-Hunt,"['MIN', '2', '3', '0', '1', '0.0', '0', '0', '0.0', '0', '0', '0.0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0.0']"
2017-18,Playoffs,199,Richaun Holmes,"['PHI', '3', '11', '0', '1', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '1', '1', '1', '0', '0', '0', '3', '0', '0.0']"
2017-18,Playoffs,199,T.J. Leaf,"['IND', '1', '4', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0']"
2017-18,Playoffs,199,Tim Frazier,"['WAS', '2', '6', '0', '1', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '1', '1', '3', '1', '0', '0', '2', '0', '0.0']"
2018-19,Playoffs,1,Kawhi Leonard,"['TOR', '24', '939', '243', '496', '0.49', '55', '145', '0.379', '191', '216', '0.884', '54', '164', '218', '94', '40', '17', '74', '56', '732', '1.27']"
2018-19,Playoffs,2,Stephen Curry,"['GSW', '22', '846', '190', '431', '0.441', '92', '244', '0.377', '148', '157', '0.943', '17', '115', '132', '126', '24', '4', '66', '68', '620', '1.91']"
2018-19,Playoffs,3,Pascal Siakam,"['TOR', '24', '891', '180', '383', '0.47', '29', '104', '0.279', '66', '87', '0.759', '40', '131', '171', '66', '24', '17', '33', '67', '455', '2.0']"
2018-19,Playoffs,4,Klay Thompson,"['GSW', '21', '818', '164', '360', '0.456', '70', '158', '0.443', '37', '41', '0.902', '12', '74', '86', '44', '28', '15', '38', '59', '435', '1.16']"
2018-19,Playoffs,5,Damian Lillard,"['POR', '16', '650', '138', '330', '0.418', '59', '158', '0.373', '95', '114', '0.833', '8', '68', '76', '106', '27', '5', '60', '40', '430', '1.77']"
2018-19,Playoffs,6,CJ McCollum,"['POR', '16', '635', '154', '350', '0.44', '46', '117', '0.393', '41', '56', '0.732', '14', '66', '80', '59', '13', '10', '30', '34', '395', '1.97']"
2018-19,Playoffs,7,Kevin Durant,"['GSW', '12', '442', '125', '243', '0.514', '35', '80', '0.438', '102', '113', '0.903', '1', '58', '59', '54', '13', '12', '43', '38', '387', '1.26']"
2018-19,Playoffs,8,Giannis Antetokounmpo,"['MIL', '15', '514', '129', '261', '0.494', '18', '55', '0.327', '107', '168', '0.637', '36', '147', '183', '73', '18', '30', '50', '48', '383', '1.46']"
2018-19,Playoffs,9,Kyle Lowry,"['TOR', '24', '900', '122', '277', '0.44', '52', '145', '0.359', '65', '81', '0.802', '21', '96', '117', '159', '31', '7', '54', '96', '361', '2.94']"
2018-19,Playoffs,10,Nikola Jokic,"['DEN', '14', '556', '132', '261', '0.506', '22', '56', '0.393', '66', '78', '0.846', '54', '128', '182', '118', '16', '13', '36', '54', '352', '3.28']"
2018-19,Playoffs,11,James Harden,"['HOU', '11', '424', '109', '264', '0.413', '48', '137', '0.35', '82', '98', '0.837', '9', '66', '75', '73', '24', '10', '51', '41', '348', '1.43']"
2018-19,Playoffs,12,Jamal Murray,"['DEN', '14', '508', '107', '252', '0.425', '28', '83', '0.337', '56', '62', '0.903', '19', '42', '61', '66', '14', '2', '22', '24', '298', '3.0']"
2018-19,Playoffs,13,Draymond Green,"['GSW', '22', '850', '114', '229', '0.498', '13', '57', '0.228', '51', '71', '0.718', '41', '182', '223', '187', '32', '33', '83', '85', '292', '2.25']"
2018-19,Playoffs,14,Khris Middleton,"['MIL', '15', '515', '84', '201', '0.418', '40', '92', '0.435', '46', '52', '0.885', '9', '86', '95', '66', '9', '0', '29', '44', '254', '2.28']"
2018-19,Playoffs,15,Jimmy Butler,"['PHI', '12', '421', '79', '175', '0.451', '12', '45', '0.267', '63', '72', '0.875', '22', '50', '72', '62', '18', '7', '22', '20', '233', '2.82']"
2018-19,Playoffs,16,Marc Gasol,"['TOR', '24', '735', '76', '180', '0.422', '34', '89', '0.382', '40', '46', '0.87', '16', '138', '154', '73', '21', '26', '21', '84', '226', '3.48']"
2018-19,Playoffs,17,Serge Ibaka,"['TOR', '24', '500', '92', '193', '0.477', '9', '38', '0.237', '32', '42', '0.762', '35', '108', '143', '22', '11', '23', '25', '79', '225', '0.88']"
2018-19,Playoffs,18,Joel Embiid,"['PHI', '11', '334', '68', '159', '0.428', '12', '39', '0.308', '74', '90', '0.822', '21', '94', '115', '37', '8', '25', '40', '34', '222', '0.93']"
2018-19,Playoffs,19,Andre Iguodala,"['GSW', '21', '629', '82', '166', '0.494', '28', '80', '0.35', '14', '37', '0.378', '27', '64', '91', '83', '24', '23', '21', '43', '206', '3.95']"
2018-19,Playoffs,20,Eric Bledsoe,"['MIL', '15', '423', '76', '185', '0.411', '17', '72', '0.236', '36', '51', '0.706', '20', '36', '56', '64', '16', '6', '32', '28', '205', '2.0']"
2018-19,Playoffs,20,Paul Millsap,"['DEN', '14', '469', '73', '156', '0.468', '12', '38', '0.316', '47', '61', '0.77', '24', '70', '94', '11', '12', '15', '18', '48', '205', '0.61']"
2018-19,Playoffs,22,Gary Harris,"['DEN', '14', '517', '73', '158', '0.462', '20', '57', '0.351', '33', '38', '0.868', '9', '49', '58', '32', '12', '8', '11', '38', '199', '2.91']"
2018-19,Playoffs,23,Eric Gordon,"['HOU', '11', '410', '67', '150', '0.447', '38', '95', '0.4', '24', '28', '0.857', '5', '23', '28', '14', '7', '11', '27', '22', '196', '0.52']"
2018-19,Playoffs,24,Fred VanVleet,"['TOR', '24', '592', '65', '166', '0.392', '38', '98', '0.388', '24', '31', '0.774', '7', '33', '40', '62', '18', '6', '21', '49', '192', '2.95']"
2018-19,Playoffs,24,Kyrie Irving,"['BOS', '9', '330', '69', '179', '0.385', '18', '58', '0.31', '36', '40', '0.9', '5', '34', '39', '63', '13', '4', '28', '26', '192', '2.25']"
2018-19,Playoffs,26,Chris Paul,"['HOU', '11', '397', '66', '148', '0.446', '17', '63', '0.27', '38', '45', '0.844', '14', '56', '70', '60', '24', '7', '37', '36', '187', '1.62']"
2018-19,Playoffs,27,Tobias Harris,"['PHI', '12', '443', '71', '167', '0.425', '22', '63', '0.349', '22', '26', '0.846', '12', '98', '110', '48', '13', '6', '20', '30', '186', '2.4']"
2018-19,Playoffs,28,Enes Freedom,"['POR', '16', '461', '75', '146', '0.514', '1', '4', '0.25', '31', '41', '0.756', '52', '102', '154', '19', '11', '9', '26', '36', '182', '0.73']"
2018-19,Playoffs,29,George Hill,"['MIL', '15', '395', '63', '118', '0.534', '20', '48', '0.417', '27', '33', '0.818', '15', '38', '53', '42', '12', '4', '6', '34', '173', '7.0']"
2018-19,Playoffs,30,Brook Lopez,"['MIL', '15', '438', '61', '134', '0.455', '22', '75', '0.293', '24', '29', '0.828', '12', '70', '82', '21', '6', '28', '10', '46', '168', '2.1']"
2018-19,Playoffs,31,Ben Simmons,"['PHI', '12', '421', '72', '116', '0.621', '0', '0', '0.0', '23', '40', '0.575', '23', '61', '84', '72', '15', '12', '32', '45', '167', '2.25']"
2018-19,Playoffs,32,Danny Green,"['TOR', '24', '684', '53', '155', '0.342', '39', '119', '0.328', '21', '23', '0.913', '17', '70', '87', '26', '32', '11', '26', '60', '166', '1.0']"
2018-19,Playoffs,33,JJ Redick,"['PHI', '12', '375', '54', '124', '0.435', '36', '87', '0.414', '17', '20', '0.85', '2', '16', '18', '19', '1', '3', '22', '32', '161', '0.86']"
2018-19,Playoffs,34,Rodney Hood,"['POR', '16', '373', '52', '111', '0.468', '18', '51', '0.353', '36', '44', '0.818', '9', '27', '36', '14', '6', '3', '7', '28', '158', '2.0']"
2018-19,Playoffs,35,DeMar DeRozan,"['SAS', '7', '251', '58', '119', '0.487', '0', '1', '0.0', '38', '44', '0.864', '10', '37', '47', '32', '8', '1', '12', '16', '154', '2.67']"
2018-19,Playoffs,36,Norman Powell,"['TOR', '23', '366', '56', '126', '0.444', '24', '62', '0.387', '14', '19', '0.737', '5', '46', '51', '26', '9', '0', '12', '31', '150', '2.17']"
2018-19,Playoffs,37,Kevon Looney,"['GSW', '21', '431', '64', '93', '0.688', '0', '0', '0.0', '21', '29', '0.724', '41', '53', '94', '20', '12', '11', '13', '50', '149', '1.54']"
2018-19,Playoffs,38,Paul George,"['OKC', '5', '204', '44', '101', '0.436', '15', '47', '0.319', '40', '49', '0.816', '6', '37', '43', '18', '7', '1', '21', '21', '143', '0.86']"
2018-19,Playoffs,39,LaMarcus Aldridge,"['SAS', '7', '244', '55', '121', '0.455', '3', '11', '0.273', '27', '33', '0.818', '19', '48', '67', '19', '5', '7', '7', '21', '140', '2.71']"
2018-19,Playoffs,40,Jayson Tatum,"['BOS', '9', '295', '49', '112', '0.438', '10', '31', '0.323', '29', '39', '0.744', '7', '53', '60', '17', '10', '7', '18', '21', '137', '0.94']"
2018-19,Playoffs,41,Maurice Harkless,"['POR', '16', '388', '52', '109', '0.477', '7', '28', '0.25', '23', '36', '0.639', '29', '49', '78', '23', '18', '16', '17', '56', '134', '1.35']"
2018-19,Playoffs,42,Nikola Mirotic,"['MIL', '14', '298', '44', '117', '0.376', '22', '76', '0.289', '23', '28', '0.821', '17', '43', '60', '10', '10', '3', '14', '25', '133', '0.71']"
2018-19,Playoffs,43,Lou Williams,"['LAC', '6', '176', '45', '104', '0.433', '6', '18', '0.333', '34', '41', '0.829', '6', '11', '17', '46', '5', '1', '18', '14', '130', '2.56']"
2018-19,Playoffs,44,Will Barton,"['DEN', '14', '328', '47', '135', '0.348', '15', '55', '0.273', '18', '26', '0.692', '15', '52', '67', '24', '4', '9', '14', '19', '127', '1.71']"
2018-19,Playoffs,45,Al Horford,"['BOS', '9', '310', '46', '110', '0.418', '18', '44', '0.409', '15', '18', '0.833', '13', '68', '81', '40', '4', '7', '19', '21', '125', '2.1']"
2018-19,Playoffs,45,Jaylen Brown,"['BOS', '9', '274', '44', '87', '0.506', '14', '40', '0.35', '23', '30', '0.767', '6', '46', '52', '10', '6', '2', '16', '30', '125', '0.63']"
2018-19,Playoffs,45,P.J. Tucker,"['HOU', '11', '426', '40', '88', '0.455', '26', '57', '0.456', '19', '23', '0.826', '19', '63', '82', '19', '19', '8', '8', '35', '125', '2.38']"
2018-19,Playoffs,48,Marcus Morris Sr.,"['BOS', '9', '254', '41', '79', '0.519', '18', '40', '0.45', '23', '31', '0.742', '12', '61', '73', '11', '1', '5', '7', '22', '123', '1.57']"
2018-19,Playoffs,49,Danilo Gallinari,"['LAC', '6', '201', '39', '111', '0.351', '13', '43', '0.302', '28', '33', '0.848', '9', '28', '37', '16', '8', '1', '11', '14', '119', '1.46']"
2018-19,Playoffs,50,Al-Farouq Aminu,"['POR', '16', '399', '38', '109', '0.349', '15', '51', '0.294', '27', '36', '0.75', '29', '71', '100', '21', '9', '10', '16', '34', '118', '1.31']"
2018-19,Playoffs,51,Russell Westbrook,"['OKC', '5', '197', '40', '111', '0.36', '11', '34', '0.324', '23', '26', '0.885', '7', '38', '45', '53', '5', '3', '23', '19', '114', '2.3']"
2018-19,Playoffs,52,Malik Beasley,"['DEN', '14', '281', '36', '93', '0.387', '19', '47', '0.404', '22', '31', '0.71', '11', '37', '48', '14', '3', '1', '7', '20', '113', '2.0']"
2018-19,Playoffs,53,Montrezl Harrell,"['LAC', '6', '158', '46', '63', '0.73', '0', '1', '0.0', '18', '26', '0.692', '12', '21', '33', '13', '3', '4', '8', '19', '110', '1.63']"
2018-19,Playoffs,54,Zach Collins,"['POR', '16', '275', '41', '81', '0.506', '7', '21', '0.333', '20', '25', '0.8', '17', '41', '58', '14', '7', '21', '20', '54', '109', '0.7']"
2018-19,Playoffs,55,Clint Capela,"['HOU', '11', '331', '46', '82', '0.561', '0', '0', '0.0', '15', '35', '0.429', '41', '72', '113', '16', '3', '12', '16', '26', '107', '1.0']"
2018-19,Playoffs,55,Donovan Mitchell,"['UTA', '5', '193', '36', '112', '0.321', '11', '43', '0.256', '24', '33', '0.727', '7', '18', '25', '16', '8', '1', '21', '15', '107', '0.76']"
2018-19,Playoffs,57,Derrick White,"['SAS', '7', '191', '41', '75', '0.547', '5', '17', '0.294', '19', '26', '0.731', '1', '20', '21', '21', '5', '5', '15', '17', '106', '1.4']"
2018-19,Playoffs,58,Caris LeVert,"['BKN', '5', '144', '36', '73', '0.493', '12', '26', '0.462', '21', '29', '0.724', '6', '17', '23', '15', '5', '2', '10', '8', '105', '1.5']"
2018-19,Playoffs,59,Ersan Ilyasova,"['MIL', '15', '272', '35', '81', '0.432', '12', '40', '0.3', '20', '25', '0.8', '20', '51', '71', '21', '10', '6', '7', '40', '102', '3.0']"
2018-19,Playoffs,60,D'Angelo Russell,"['BKN', '5', '148', '37', '103', '0.359', '12', '37', '0.324', '11', '13', '0.846', '2', '16', '18', '18', '7', '1', '14', '12', '97', '1.29']"
2018-19,Playoffs,61,Pat Connaughton,"['MIL', '15', '324', '37', '77', '0.481', '15', '42', '0.357', '4', '8', '0.5', '10', '83', '93', '21', '6', '13', '9', '14', '93', '2.33']"
2018-19,Playoffs,62,Torrey Craig,"['DEN', '14', '330', '33', '69', '0.478', '17', '36', '0.472', '9', '16', '0.563', '21', '51', '72', '12', '7', '5', '6', '38', '92', '2.0']"
2018-19,Playoffs,63,Malcolm Brogdon,"['MIL', '7', '198', '35', '78', '0.449', '14', '37', '0.378', '7', '11', '0.636', '6', '28', '34', '24', '5', '1', '10', '16', '91', '2.4']"
2018-19,Playoffs,64,Seth Curry,"['POR', '16', '326', '30', '82', '0.366', '21', '52', '0.404', '9', '11', '0.818', '5', '20', '25', '13', '12', '4', '7', '27', '90', '1.86']"
2018-19,Playoffs,65,Shaun Livingston,"['GSW', '22', '322', '34', '75', '0.453', '0', '2', '0.0', '21', '25', '0.84', '11', '20', '31', '31', '10', '4', '8', '35', '89', '3.88']"
2018-19,Playoffs,66,Gordon Hayward,"['BOS', '9', '267', '29', '70', '0.414', '9', '24', '0.375', '19', '19', '1.0', '3', '33', '36', '22', '6', '3', '14', '16', '86', '1.57']"
2018-19,Playoffs,67,Meyers Leonard,"['POR', '11', '170', '34', '65', '0.523', '14', '33', '0.424', '3', '9', '0.333', '6', '34', '40', '12', '3', '1', '4', '27', '85', '3.0']"
2018-19,Playoffs,68,James Ennis III,"['PHI', '11', '232', '31', '64', '0.484', '9', '32', '0.281', '12', '19', '0.632', '16', '26', '42', '12', '4', '3', '10', '31', '83', '1.2']"
2018-19,Playoffs,69,Shai Gilgeous-Alexander,"['LAC', '6', '173', '28', '60', '0.467', '9', '18', '0.5', '17', '20', '0.85', '4', '12', '16', '19', '6', '5', '5', '17', '82', '3.8']"
2018-19,Playoffs,70,Rudy Gay,"['SAS', '7', '178', '28', '70', '0.4', '8', '19', '0.421', '14', '17', '0.824', '13', '37', '50', '12', '3', '5', '10', '13', '78', '1.2']"
2018-19,Playoffs,71,Ricky Rubio,"['UTA', '5', '168', '28', '66', '0.424', '4', '20', '0.2', '17', '20', '0.85', '3', '13', '16', '43', '12', '1', '15', '14', '77', '2.87']"
2018-19,Playoffs,72,Aaron Gordon,"['ORL', '5', '164', '29', '62', '0.468', '8', '20', '0.4', '10', '19', '0.526', '11', '25', '36', '18', '6', '1', '13', '16', '76', '1.39']"
2018-19,Playoffs,73,Bryn Forbes,"['SAS', '7', '212', '27', '56', '0.482', '15', '31', '0.484', '6', '9', '0.667', '1', '24', '25', '7', '1', '1', '3', '14', '75', '2.33']"
2018-19,Playoffs,73,Monte Morris,"['DEN', '14', '224', '33', '86', '0.384', '0', '13', '0.0', '9', '13', '0.692', '3', '16', '19', '36', '5', '1', '6', '15', '75', '6.0']"
2018-19,Playoffs,75,Austin Rivers,"['HOU', '10', '215', '27', '62', '0.435', '16', '35', '0.457', '4', '6', '0.667', '2', '19', '21', '10', '5', '1', '8', '31', '74', '1.25']"
2018-19,Playoffs,76,Spencer Dinwiddie,"['BKN', '5', '131', '27', '62', '0.435', '9', '24', '0.375', '10', '14', '0.714', '4', '9', '13', '8', '2', '0', '8', '10', '73', '1.0']"
2018-19,Playoffs,77,Bojan Bogdanovic,"['IND', '4', '148', '25', '63', '0.397', '7', '22', '0.318', '15', '17', '0.882', '3', '20', '23', '11', '8', '0', '6', '7', '72', '1.83']"
2018-19,Playoffs,78,Quinn Cook,"['GSW', '17', '193', '28', '70', '0.4', '11', '34', '0.324', '4', '4', '1.0', '2', '16', '18', '12', '3', '1', '6', '13', '71', '2.0']"
2018-19,Playoffs,78,Reggie Jackson,"['DET', '4', '108', '28', '65', '0.431', '9', '21', '0.429', '6', '7', '0.857', '5', '8', '13', '28', '3', '0', '5', '12', '71', '5.6']"
2018-19,Playoffs,80,Dennis Schroder,"['OKC', '5', '151', '25', '55', '0.455', '6', '20', '0.3', '13', '18', '0.722', '2', '14', '16', '17', '4', '0', '6', '11', '69', '2.83']"
2018-19,Playoffs,81,Alfonzo McKinnie,"['GSW', '22', '235', '26', '59', '0.441', '10', '32', '0.313', '4', '10', '0.4', '17', '33', '50', '4', '2', '1', '6', '32', '66', '0.67']"
2018-19,Playoffs,81,JaMychal Green,"['LAC', '6', '141', '23', '43', '0.535', '12', '23', '0.522', '8', '10', '0.8', '6', '26', '32', '5', '4', '0', '11', '22', '66', '0.46']"
2018-19,Playoffs,81,Terrence Ross,"['ORL', '5', '146', '20', '54', '0.37', '12', '35', '0.343', '14', '17', '0.824', '1', '17', '18', '7', '6', '2', '10', '10', '66', '0.7']"
2018-19,Playoffs,84,Boban Marjanovic,"['PHI', '11', '105', '24', '40', '0.6', '0', '3', '0.0', '16', '19', '0.842', '13', '23', '36', '11', '2', '3', '14', '18', '64', '0.79']"
2018-19,Playoffs,84,D.J. Augustin,"['ORL', '5', '141', '20', '41', '0.488', '10', '21', '0.476', '14', '16', '0.875', '1', '7', '8', '19', '2', '1', '7', '7', '64', '2.71']"
2018-19,Playoffs,84,Mason Plumlee,"['DEN', '14', '218', '24', '47', '0.511', '0', '1', '0.0', '16', '28', '0.571', '26', '36', '62', '21', '7', '10', '8', '39', '64', '2.63']"
2018-19,Playoffs,87,Evan Fournier,"['ORL', '5', '175', '24', '69', '0.348', '8', '34', '0.235', '6', '8', '0.75', '3', '13', '16', '10', '7', '0', '12', '14', '62', '0.83']"
2018-19,Playoffs,88,DeMarcus Cousins,"['GSW', '8', '133', '21', '53', '0.396', '3', '12', '0.25', '16', '25', '0.64', '9', '30', '39', '19', '5', '6', '19', '24', '61', '1.0']"
2018-19,Playoffs,88,Tyreke Evans,"['IND', '4', '84', '21', '48', '0.438', '11', '20', '0.55', '8', '14', '0.571', '0', '17', '17', '3', '3', '1', '6', '8', '61', '0.5']"
2018-19,Playoffs,90,Luke Kennard,"['DET', '4', '133', '23', '47', '0.489', '9', '15', '0.6', '5', '6', '0.833', '0', '16', '16', '7', '3', '1', '3', '6', '60', '2.33']"
2018-19,Playoffs,91,Derrick Favors,"['UTA', '5', '103', '23', '36', '0.639', '0', '3', '0.0', '13', '19', '0.684', '15', '22', '37', '4', '4', '9', '5', '12', '59', '0.8']"
2018-19,Playoffs,91,Patrick Beverley,"['LAC', '6', '195', '20', '47', '0.426', '13', '30', '0.433', '6', '8', '0.75', '8', '40', '48', '28', '6', '6', '10', '21', '59', '2.8']"
2018-19,Playoffs,91,Steven Adams,"['OKC', '5', '159', '28', '42', '0.667', '0', '1', '0.0', '3', '8', '0.375', '12', '24', '36', '7', '5', '5', '9', '13', '59', '0.78']"
2018-19,Playoffs,94,Jerami Grant,"['OKC', '5', '176', '20', '40', '0.5', '9', '20', '0.45', '9', '13', '0.692', '6', '21', '27', '4', '3', '10', '4', '13', '58', '1.0']"
